"Sequence No." "V" "D" "air density" "Humidity" "I" "S_a" "S_b" "y (% relative to rated power)"
"996" 5.282034 229.9802 1.24499283007794 71.576696 0.053457455972453 0.410505285147568 0.0906147219295524 5.23333333333333
"997" 4.630222 227.8874 1.24481689449587 70.181977 0.0647253630603457 0.333390209384423 0.0607167784215851 2.50333333333333
"998" 5.964191 251.7789 1.24276201409887 50.62316 0.0368332436033655 0.193070833467994 0.233744165397295 9.42
"999" 4.801231 259.7203 1.23674077404057 21.656975 0.0359831051661543 0.485784007170417 0.223875410595664 2.52
"1000" 4.076377 261.174 1.23715447977232 26.594733 0.0455894781076431 0.746656947878272 0.181255363082226 1.91
"1001" 4.361472 253.2604 1.23933807569597 42.523428 0.022292395778306 0.437536322637433 0.279210035178479 2.27333333333333
"1002" 5.38555 253.1593 1.24357432740919 52.834955 0.0144063410422334 0.188138692377352 0.224862941310327 6.38
"1003" 4.940065 255.1458 1.24462979358955 57.142302 0.0352657707945138 0.277910853520707 0.158667850459038 3.78
"1004" 4.689117 257.1569 1.24483464363337 57.433903 0.0309900136848793 0.338440622675803 0.16270248566312 3.25
"1005" 4.717106 257.1056 1.24466622264101 57.361101 0.0332572344144906 0.258887744356676 0.16907948514343 3.39333333333333
"1006" 4.701869 256.2636 1.24555511811776 59.319384 0.0298012768964852 0.27179571060253 0.186440884347519 2.55333333333333
"1007" 4.417993 253.2298 1.24575136680595 61.367724 0.0285420099126459 0.260058086780147 0.158986973156259 2.67333333333333
"1008" 4.582442 257.1307 1.24605118794177 63.905833 0.0315756533306914 0.278724001157925 0.124736088740136 2.75
"1009" 4.63497 258.5108 1.24613023898339 64.352954 0.0270570036052013 0.165769879982895 0.137005471058231 2.17
"1010" 4.517612 261.9724 1.24618761267482 65.220612 0.0306269108546728 0.216526013263057 0.140046162658052 1.05666666666667
"1011" 3.988644 264.8288 1.24711530894668 68.817804 0.0510934793879825 0.110339518236308 0.181504484555918 1
"1012" 4.465228 277.321 1.2471706724258 70.59081 0.0368603350153676 0.220289521103335 0.193179522156473 2.13
"1013" 4.434738 282.5785 1.24748336735873 71.900631 0.0345042029540415 0.159440243029096 0.172424411287352 1.82333333333333
"1014" 8.692435 26.95398 1.24650186888507 53.297349 0.115450963970395 0.600957938334753 0.00722422897986274 73.24
"1015" 9.378186 28.86094 1.24830685820236 67.934474 0.134240992874315 0.375467122645946 0.0163515332722537 67.57
"1016" 10.29345 31.50862 1.24826209898943 67.879329 0.0760999373387931 0.180549262688379 0.0414787504523201 68.49
"1017" 11.21182 35.87137 1.24793416939187 68.023938 0.0547151488339984 0.0891029504598569 0.090136338170247 71.4733333333333
"1018" 10.89072 36.99965 1.24771187241494 69.519627 0.0533471983486858 0.0674579331739701 0.0973284256264318 69.23
"1019" 10.09951 43.54207 1.24678291907142 68.224884 0.0722593175312466 0.092533907356844 0.0388232716946724 82.92
"1020" 10.15781 41.7429 1.24804189673257 67.833703 0.0970029465012636 0.106575949491117 0.0245273431978265 75.9266666666667
"1021" 11.34303 37.20175 1.24799017434863 67.260818 0.0554230924188687 0.0316740926576999 0.0551048858066621 84.5366666666667
"1022" 11.22871 39.86945 1.24927126791809 67.841044 0.0746426437230991 0.087140373585277 0.0455709114389848 88.7
"1023" 11.6233 41.55581 1.24879682876766 68.882472 0.0827813443686388 0.0402114602131173 0.0218452319846614 94.5033333333333
"1024" 11.54984 42.28039 1.24983919063465 68.988994 0.0671557268325795 0.13711558653804 0.00540671909109816 85.1133333333333
"1025" 11.1697 40.68281 1.25000472402924 70.714988 0.080388085624502 0.0561379875636544 0.0170817819015189 86.89
"1026" 11.81567 40.81634 1.24956861838534 68.215759 0.0760377024747644 0.0310882309587307 0.020365396123517 90.1766666666667
"1027" 12.45584 40.59742 1.25017139274778 66.072798 0.0648322473634857 0.0657186602633201 0.0511444159031975 93.63
"1028" 11.64141 41.54912 1.24972447204956 67.199126 0.0678878933050206 0.0711923985248999 0.00164690115674762 90.1966666666667
"1029" 11.39354 42.56077 1.25015762533367 66.765694 0.0751765474119545 0.0681501489763494 0.0115100285138127 89.17
"1030" 10.77363 43.54545 1.25028196601839 67.937053 0.0798408428728293 0.091194433634163 0.0130554239080246 85.7
"1031" 10.63724 45.49665 1.25051829491952 67.964031 0.0873282543216097 0.142667507180881 0.0201800100158585 88.02
"1032" 10.22206 45.60726 1.2514941023194 69.624365 0.0696836156312915 0.0607047658920679 0.0263228623340254 85.0033333333333
"1033" 11.03284 45.55239 1.25155611625603 68.428806 0.0744876115306666 0.134014588820165 0.0276775939308636 84.73
"1034" 10.56357 47.47794 1.2515514583843 69.874706 0.0631324353414613 0.0754191993717305 0.0266247121121561 75.9766666666667
"1035" 11.15286 51.9124 1.25180167457626 70.404147 0.0923515582550126 0.0283742129911933 0.0374709978177477 61.7966666666667
"1036" 10.83954 54.35323 1.251704147725 71.112119 0.0658477850536093 0.0558779918886144 0.0428843465429364 51.5533333333333
"1037" 11.59321 53.08074 1.25234446131639 70.618383 0.0745073538735173 0.0713529766061666 0.0478551859576351 72.2366666666667
"1038" 11.69259 55.19985 1.25191713270388 70.32361 0.0465362849462779 0.0475031348656513 0.0423237970156722 72.73
"1039" 11.67884 56.51345 1.25197612889403 71.223602 0.0777370697774779 0.0134498942739656 0.039461230658451 86.1133333333333
"1040" 11.93932 58.41859 1.25179734802791 67.859293 0.0647952060921392 0.0550908067752666 0.0517125254562363 84.33
"1041" 11.283 57.95408 1.25263421387789 67.831125 0.059213693166711 0.0416195701207341 0.0198029416725648 76.2633333333333
"1042" 11.43321 53.7095 1.25318527717404 69.404971 0.0475675772595798 0.0258963436298883 0.0246209364341308 78.8266666666667
"1043" 11.33202 56.85954 1.25407284968553 70.00523 0.0584577418677341 0.005210001966925 0.0227292039380378 75.3666666666667
"1044" 10.97332 56.28537 1.25437869167615 69.606711 0.0718547258259123 0.0814245412583219 0.0425279972302405 66.3733333333333
"1045" 11.37717 55.41201 1.25446507173646 70.169478 0.0606412227293782 0.0341248558014975 0.021415062565166 75.43
"1046" 10.7256 60.11824 1.25400468642982 70.80346 0.0556400481091967 0.0692292448276364 0.0339573820831325 74.64
"1047" 10.58458 57.20209 1.25395945783695 70.5192 0.0674111773920174 0.0275153467259658 0.0214274848497202 57.4233333333333
"1048" 10.67812 52.9723 1.25395038161093 71.47414 0.0644422520069076 0.0450135600272416 0.0280190912005389 42.5733333333333
"1049" 10.94528 52.43784 1.25399602296703 71.673896 0.0594018426207461 0.0460116639483895 0.0554976433058508 49.9733333333333
"1050" 10.65258 53.80108 1.25408021548084 72.513386 0.0554673046341825 0.0251565427133809 0.0458846688156412 39.46
"1051" 10.47287 50.49321 1.25404746299298 73.641103 0.0557016748990487 0.016215709535193 0.0346470459686897 49.56
"1052" 11.01354 50.93103 1.25444986632529 74.087232 0.0808616121610309 0.0220984983374353 0.0278509036252832 64.6933333333333
"1053" 11.89005 54.7122 1.25490048505453 75.703924 0.0525306958339116 0.0236673990827071 0.0423252782788479 71.24
"1054" 12.11015 53.30938 1.25474754296556 77.004422 0.0556792442703022 0.0315805474993889 0.0271446848125595 60.3
"1055" 11.42477 50.037 1.25514718269043 77.608849 0.0847813741545782 0.0587108648806786 0.0322816951663651 58.3333333333333
"1056" 11.4538 50.36912 1.2552164693184 77.56005 0.0754383436064887 0.0479500692861264 0.0138596744666177 77.5033333333333
"1057" 11.2069 48.09424 1.25517311108797 78.075802 0.0848555265059918 0.106430103608651 0.0527527644433377 74.1533333333333
"1058" 10.92594 48.45334 1.25498069279164 77.848475 0.0691819834265976 0.0174687053327051 0.0296151462580602 72.1833333333333
"1059" 11.09198 48.00366 1.25488283834469 78.506259 0.094949594211313 0.0229066735996376 0.0178520214964435 71.56
"1060" 10.71002 48.48839 1.25495472227453 77.421588 0.0686340921865692 0.0700188702192124 0.0389524981537551 66.3566666666667
"1061" 10.67526 47.57959 1.25500570395329 78.919857 0.074163055513402 0.0384100809953155 0.0238101105002594 74.5866666666667
"1062" 10.79607 49.14418 1.25513607255544 79.708167 0.0717138088211729 0.0683723817329999 0.034869687570135 56.2766666666667
"1063" 11.91401 51.22453 1.25477735406191 79.692893 0.0601607938888754 0.0569766405052906 0.0418837437673237 56.1433333333333
"1064" 11.12792 50.22412 1.25543780582054 81.133635 0.0543319596114997 0.0390001969545877 0.0591023305916698 55.43
"1065" 11.11127 43.82383 1.25486763356747 80.927333 0.0696019446921909 0.0549582274508943 0.0172007799013834 98.2166666666667
"1066" 11.6464 43.36798 1.25486260066487 78.859949 0.0715625343453771 0.129102665775652 0.017674305754974 95.9266666666667
"1067" 11.32012 44.1504 1.25478105779363 79.349122 0.0798120426285234 0.121216347774353 0.0321588419915381 94.1033333333333
"1068" 11.6438 45.35569 1.2551309467866 79.069426 0.0956214466067778 0.113834932743397 0.0410227872277792 93.89
"1069" 11.3174 45.206 1.25517541118489 78.926798 0.0729527099863926 0.101850467875202 0.0331544757841019 96.7533333333333
"1070" 11.67976 43.88501 1.25534984841694 79.299133 0.088632129427317 0.0223921773978682 0.0346730890837923 97.35
"1071" 12.08505 42.67379 1.25565704654663 79.989057 0.0868089912743431 0.0452338151834183 0.0292405339547862 99.6266666666667
"1072" 12.88027 42.53385 1.25581506342499 80.517904 0.0859883372010059 0.0146007364727868 0.0276384181764259 99.9466666666667
"1073" 12.76756 43.9486 1.25588238789056 80.982875 0.080029152007118 0.0304645488714256 0.0395044934983137 91.8266666666667
"1074" 12.27795 47.47423 1.25610941510769 81.104872 0.0814477986960364 0.0869671077145341 0.0521640259603653 95.9666666666667
"1075" 12.97725 47.20995 1.25602170365087 79.75796 0.0883553141073802 0.0769473921583956 0.0465308026626756 96.2066666666667
"1076" 13.72052 48.99216 1.25631883594649 79.355867 0.0758676056009539 0.0325171506635686 0.0539383744101548 95.7966666666667
"1077" 14.45346 50.17752 1.25659786121338 80.788674 0.0804472423904034 0.0177630083689488 0.0435934008504365 90.8466666666667
"1078" 14.25127 49.6722 1.25697381460538 81.452214 0.0748469434653894 0.0226340095148374 0.0360713298920933 88.4333333333333
"1079" 13.06925 49.56076 1.25697896516774 82.5472 0.0832719551619259 0.00526324198055633 0.0337002188104653 92.1766666666667
"1080" 12.16321 48.38716 1.25716943085401 83.272233 0.0761586949497707 0.012618453789682 0.0364880166150979 87.8333333333333
"1081" 11.75695 46.34354 1.2573007985619 83.385103 0.0985901105303671 0.045854644860466 0.0403036735008611 95.86
"1082" 12.71874 49.15631 1.25727866999754 82.647773 0.0722250710369109 0.0429678551500946 0.072995407937389 75.7833333333333
"1083" 12.27455 49.04743 1.25705313418893 81.734686 0.067112611052951 0.0021247299718073 0.0368787346878653 72.97
"1084" 13.24573 50.77858 1.25709210312007 79.206495 0.046557199942925 0.0359037505736056 0.0520624595199135 86.5133333333333
"1085" 13.87491 48.26147 1.25630277947397 75.813623 0.0759671233903499 0.0470761196701837 0.0487486621275442 99.5133333333333
"1086" 13.31852 47.45647 1.25615922838414 76.674339 0.0849188198088076 0.0504725898794696 0.0557261879402114 98.8733333333333
"1087" 14.74856 48.49646 1.25615564527827 73.644674 0.0550057768351622 0.0544590948011303 0.0600865559037997 97.0866666666667
"1088" 14.08365 47.71219 1.25618755673349 74.461749 0.0630257781185985 0.0898647182864074 0.0417364205076701 99.6166666666667
"1089" 13.73119 45.27267 1.25672002861123 75.494846 0.0665003979990081 0.113685580463069 0.0294790496048814 99.8
"1090" 13.75119 45.28053 1.25701338305129 75.439304 0.0726376117266942 0.0642711191407362 0.0415467377130281 99.9833333333333
"1091" 13.53764 42.54666 1.25705425836409 77.412264 0.0772826726076332 0.0116928700215963 0.0166728120410864 99.9966666666667
"1092" 14.04942 41.77294 1.25712909660394 76.202222 0.0675826617753616 0.0685349862451659 0.0459830485972689 100.01
"1093" 14.03368 43.00331 1.25666304007445 74.31932 0.0737239270098791 0.0807491073387712 0.02951966620324 99.99
"1094" 13.65805 43.03007 1.25667294347264 73.735328 0.060068838523801 0.154469673896249 0.021736077037464 100.006666666667
"1095" 13.70649 42.47409 1.25663473193518 73.917429 0.0524353061943649 0.0713819907026997 0.0330360953856219 100.006666666667
"1096" 13.46826 43.48242 1.25654128750239 73.874385 0.0707801453194399 0.068126002538873 0.00937095665732167 100.006666666667
"1097" 13.62215 44.13856 1.25671137243868 72.648871 0.0690676361660971 0.130466505527297 0.0399806976269124 99.7
"1098" 13.44365 46.15125 1.25616861053314 70.459095 0.0550542226255518 0.105966387742522 0.0497112140807962 99.9533333333333
"1099" 13.51687 41.98102 1.25609824227022 70.293459 0.0683953533621319 0.130675128564644 0.0266927296210649 99.8833333333333
"1100" 13.5323 40.23299 1.25667302422584 75.421056 0.0720079439563119 0.0404667178582752 0.0232519900076078 99.5566666666667
"1101" 14.26165 40.18858 1.25646478990089 73.089842 0.0735048188673821 0.0448182965478214 0.0281473269616128 99.6466666666667
"1102" 13.7909 39.72396 1.2569281324114 73.219574 0.0585003371788643 0.0430573009974947 0.0325773798741871 99.93
"1103" 13.51086 41.52214 1.25667859991155 72.297959 0.0708403758161953 0.0678695316136128 0.0168134594009392 99.8833333333333
"1104" 14.16344 39.22636 1.25668485020894 72.75718 0.0671115985946917 0.028783793258146 0.0310163795937629 99.38
"1105" 14.11818 39.44742 1.25664889405628 72.710167 0.0660145854493993 0.0302210281088807 0.0398133477569709 99.9366666666667
"1106" 14.43472 38.65521 1.25679293448882 72.004178 0.0531066345588969 0.0805338125900701 0.0408386829510157 99.99
"1107" 14.25728 38.07959 1.25676186801482 72.934719 0.0675829961956278 0.026122233332266 0.0530971001634444 99.8
"1108" 14.16399 38.47957 1.25667962912147 73.097181 0.0645294369736211 0.0586651641456014 0.0542178878736378 99.8166666666667
"1109" 14.01357 39.63906 1.25661077173944 72.947811 0.072096332340724 0.0358813225258043 0.0321260101269664 99.5066666666667
"1110" 14.49332 39.24185 1.25646478499074 71.359881 0.0653772772560048 0.0345723977788404 0.0467521948640132 99.99
"1111" 14.22065 40.19943 1.25641298343216 71.158538 0.0704397478314986 0.0221401071564965 0.0301548622190817 99.78
"1112" 14.01625 39.62608 1.25639006420868 70.753075 0.0825856416659235 0.0759761764060987 0.0439041752931088 100.016666666667
"1113" 14.659 38.53417 1.25649972642525 69.889582 0.0527281874616277 0.0409739665400452 0.0466857681087201 99.9466666666667
"1114" 14.40921 38.98453 1.25703683888629 70.138533 0.0568095475046862 0.0212525993579827 0.026410538898541 99.99
"1115" 14.66258 38.23565 1.25737656668086 69.300432 0.0573723792129352 0.0703579433186327 0.049061721323487 100.01
"1116" 14.97686 37.69365 1.25665756394822 69.831659 0.0505116025655578 0.0180214672711532 0.0495839308565709 99.7866666666667
"1117" 14.53178 38.8638 1.2570646620002 69.063581 0.0497649840556353 0.0599224259008198 0.0359279889494305 99.9166666666667
"1118" 14.30089 37.99919 1.25725169272546 69.870539 0.052411409359837 0.0554157959621439 0.0442517281947581 99.9266666666667
"1119" 14.13173 40.47485 1.25670072696394 68.821771 0.0698330706856132 0.0495371209728149 0.0324906254317958 99.89
"1120" 14.55133 38.68683 1.25681999299657 68.110228 0.0645446498704929 0.0347058437991753 0.0591754793383398 99.8733333333333
"1121" 14.31028 38.23571 1.25671768913773 69.077864 0.0527032035711391 0.0157890053659346 0.0596116505385654 99.4
"1122" 13.55453 40.49599 1.25666088254047 67.86584 0.0691766590210063 0.0521543138597103 0.000703760237483217 99.01
"1123" 13.34867 40.17783 1.25690306887119 70.132383 0.0685979576991565 0.078829683897541 0.0250609603495454 99.4266666666667
"1124" 13.33584 40.54657 1.25657615416845 67.924755 0.075362181909801 0.0637399791272974 0.0198459740259588 99.4433333333333
"1125" 13.26923 40.70316 1.25660339585524 69.508122 0.0724264030392118 0.0194454749509831 0.0272495849564798 100
"1126" 14.6116 39.09338 1.25664237394987 67.223328 0.0486741629937858 0.051613636460434 0.0411237460706007 100
"1127" 14.61961 38.24628 1.25659015263557 67.375674 0.0566863137935964 0.0539302212333648 0.0581886213350324 99.9233333333333
"1128" 14.37429 38.92817 1.25656947600258 67.309419 0.060255463052436 0.0364929957930703 0.0308557329688973 99.8133333333333
"1129" 13.75661 39.72944 1.25666693465653 68.30066 0.0640819504223788 0.0418182301039103 0.0265710263163119 98.6633333333333
"1130" 13.6848 40.65617 1.25652947857145 65.931758 0.0792298754822869 0.00568039915153216 0.0239794666153972 99.75
"1131" 14.23513 39.94632 1.25686589215149 66.349519 0.0792227397993555 0.017834361943428 0.0388960560399555 99.1333333333333
"1132" 13.81214 40.06488 1.25690117859009 67.848979 0.063692447368764 0.0684003500764361 0.0302106875947074 99.8966666666667
"1133" 14.06214 39.55737 1.25695369869892 66.859323 0.0722427027465236 0.0349522175694292 0.0254186266344292 99.8966666666667
"1134" 14.33512 38.9144 1.25731449279903 67.816842 0.0597322868591264 0.0346778223217307 0.0655134735455069 99.4433333333333
"1135" 14.26274 40.02488 1.2571311622012 65.868678 0.0857178915131314 0.0300182025441193 0.0445981766635463 99.6566666666667
"1136" 13.67298 39.79722 1.25751173206681 66.237839 0.0738786277753642 0.0359309416657442 0.050624102579087 98.4366666666667
"1137" 13.98796 40.09087 1.25739529225379 65.840905 0.0803278676804909 0.047800176192304 0.0385071194038644 99.96
"1138" 14.37341 40.49763 1.25745854823109 65.141463 0.0774582371197927 0.0730972816716318 0.0401258811451666 99.84
"1139" 13.33788 41.25298 1.25774702762469 66.279099 0.0740942563585817 0.0602964726095804 0.0270047259059708 99.87
"1140" 13.51883 41.08428 1.25773308094021 66.57665 0.0792465028408524 0.0898966333486118 0.0275648032437516 99.02
"1141" 13.05224 43.17695 1.25769959493986 66.582007 0.0703769850998756 0.0776662807493518 0.044658178686091 99.7166666666667
"1142" 13.22342 42.39979 1.25809811574585 67.787087 0.0755799180544821 0.0561093575261246 0.0324217276418802 99.93
"1143" 13.64076 42.82427 1.25819963560656 66.007138 0.0689709810890302 0.101575952152377 0.01758658422547 99.87
"1144" 14.34218 40.94567 1.25855790971677 67.276093 0.0762092652581407 0.0215193558790618 0.0491537317358241 97.1833333333333
"1145" 13.48998 45.71206 1.25840678830463 67.585744 0.0798382206645229 0.0260919616245088 0.0463560245816878 96.93
"1146" 13.68846 46.69202 1.25889371004315 66.839685 0.0719713978051585 0.055987315420528 0.0442776479676947 99.95
"1147" 13.94531 42.01136 1.25930647169956 66.544514 0.0849216690055653 0.0601995019044079 0.0406992836361925 99.9333333333333
"1148" 13.67596 42.97076 1.25961219574184 67.32886 0.0910273940549695 0.0434931315247638 0.0281935482438572 95.65
"1149" 14.31451 48.86521 1.25937818198059 66.388996 0.085842547177654 0.0367987702154786 0.0543645913208608 96.0533333333333
"1150" 14.14763 48.21924 1.25984582015358 65.854196 0.0705612035372709 0.0694865220333696 0.0421287988025333 98.7433333333333
"1151" 13.57084 48.20438 1.26085311000346 68.166564 0.073451562320387 0.0466040632467657 0.0518856962998156 97.36
"1152" 14.4031 52.59674 1.26146891518918 67.570471 0.0518756587123605 0.034203502189386 0.0426243087811412 97.08
"1153" 13.47714 52.44472 1.26173171222895 69.371646 0.0802014373969551 0.0190800122126484 0.0632574687054532 97.72
"1154" 13.76514 49.62186 1.26291739248195 68.450229 0.0683880004126366 0.0401851259271529 0.0632184197604664 90.4533333333333
"1155" 13.80056 50.5042 1.26275266555549 69.605321 0.0815268365921383 0.00440218768848783 0.0421949704964093 95.1666666666667
"1156" 14.66176 53.35893 1.26319193127669 68.879694 0.0490671788380113 0.00317209025755369 0.0396391470762096 89.73
"1157" 14.0473 50.33784 1.26359739636799 69.658285 0.0577069116485018 0.0488949772808086 0.0512097940725449 96.32
"1158" 13.14907 48.21073 1.26359421089927 70.318848 0.0664469350303862 0.0477090971778211 0.0512822115310066 88.2033333333333
"1159" 13.73417 52.50035 1.2643499128267 70.388873 0.0586488080459176 0.0159867495336441 0.0304619047606323 92.45
"1160" 13.45182 49.89956 1.26552750709588 70.102828 0.0678519263564336 0.0184363726101128 0.0515642035234602 82.0766666666667
"1161" 12.27986 51.5758 1.26565781908282 72.875803 0.0634729141863181 0.00575865070986101 0.0471251045033467 75.48
"1162" 12.55881 55.27992 1.26636409975915 72.840891 0.0817499428687909 0.03008215949554 0.023552301340805 78.5633333333333
"1163" 12.68586 55.92458 1.26627575084894 73.116422 0.071903347506594 0.0284482657158068 0.0443721280852112 84.0466666666667
"1164" 12.71072 56.51566 1.26688698461879 72.592733 0.0570678450945344 0.0272779905452422 0.0400289105584868 87.1833333333333
"1165" 12.22829 55.03615 1.26713478670082 72.835336 0.0552999887964711 0.00780301307713442 0.00399259223277715 81.53
"1166" 12.24477 54.09347 1.26742397765584 73.508 0.0570976180034415 0.0241201451691937 0.0333727236363559 73.67
"1167" 11.71864 54.39783 1.26739451692644 74.173918 0.0614668937692428 0.0134664562231863 0.0133753173927811 72.44
"1168" 12.38071 51.4019 1.26732989676366 74.100722 0.0673328347081872 0.00832827304615745 0.0266402640542337 73.1133333333333
"1169" 12.63514 52.97124 1.26764708130133 73.682761 0.0678554412535199 0.044332646267428 0.0302816988228992 86.1666666666667
"1170" 12.93406 53.19743 1.26771052879966 73.666099 0.0510738623448476 0.0390569976703566 0.0383917757234319 83.5466666666667
"1171" 12.03823 53.55338 1.26857146973263 74.860268 0.0575779745028962 0.0150533523400984 0.0256249735318492 74.32
"1172" 11.71647 56.64622 1.26846979314007 75.282198 0.0540006332965475 0.0109078429239927 0.0358831055981925 67.73
"1173" 11.01483 57.70546 1.26860438382306 75.58431 0.0651534794454386 0.0256991299202413 0.0210416445092211 61.6433333333333
"1174" 10.98358 57.70555 1.26955187333736 75.534124 0.0626635304700289 0.0564713860443609 0.0370175992598932 60.1033333333333
"1175" 11.33631 52.59551 1.26931318704992 76.161953 0.0602759804557215 0.0270588085363247 0.0318744430695171 53.8633333333333
"1176" 10.95205 57.78903 1.26918814726352 76.471411 0.0581369150067796 0.0122850444011111 0.00466727797207327 67.33
"1177" 10.48249 58.5143 1.26880035603048 77.070875 0.0547878795973094 0.00158964535443256 0.0141589159289867 70.3933333333333
"1178" 10.50119 59.7256 1.26879352013433 77.208344 0.0501388699756885 0.00961069579685077 0.0320208648944345 65.4333333333333
"1179" 10.71679 59.62485 1.26973251327366 77.098447 0.0569407817079555 0.0152945586557927 0.030488324718302 69.91
"1180" 10.12517 59.72084 1.26932703221931 78.421205 0.0588039213168767 0.016421182633741 0.0186368271228293 62.5466666666667
"1181" 10.39242 61.78047 1.26982183868082 78.495548 0.0702900383163883 0.0258386310928012 0.00373434847351648 56.1333333333333
"1182" 10.23459 61.79678 1.27010635294819 78.848841 0.0637083654547959 0.0595806769223888 0.0237682052958834 57.5066666666667
"1183" 10.44976 60.46695 1.26957157117261 78.558629 0.0656602639677849 0.0452990277261945 0.0366460326510872 59.5133333333333
"1184" 10.03746 60.18032 1.26961556346421 79.203718 0.0610433814929275 0.0877184055386228 0.017520187119534 53.3233333333333
"1185" 10.05415 62.08774 1.26960037535404 79.920421 0.0663126868009727 0.0793883378679317 0.0240344405898432 54.0566666666667
"1186" 9.940146 61.33432 1.26965337376034 79.818261 0.0695404373336166 0.0571516470225303 0.0296310833326019 61.7866666666667
"1187" 10.73721 62.59548 1.26964646391726 79.752204 0.0608238080469694 0.0204241830677621 0.0352335927480527 65.3566666666667
"1188" 10.7869 64.28377 1.26988693411184 79.866861 0.0702634677247402 0.0308861780348847 0.00429610141524156 70.2766666666667
"1189" 11.42613 62.68321 1.2699141580519 79.879556 0.0647301754837377 0.0206893305461959 0.0198586157936183 72.33
"1190" 11.3138 64.63582 1.26980482316799 80.173737 0.0628879421591331 0.0321203188598718 0.0167398846468256 67.02
"1191" 11.19328 63.6025 1.27002060277927 80.497869 0.0667186561937162 0.0414283590469655 0.022542777725223 66.46
"1192" 10.46432 63.28136 1.27007950467668 81.608725 0.0880571026115409 0.0435457879726371 0.0315437299818681 63.97
"1193" 11.11643 62.14657 1.27022449774582 82.038189 0.0734529520718432 0.0435419725189776 0.0122492869123294 74.8866666666667
"1194" 11.04979 61.61807 1.26965332491785 82.252822 0.0769293534085263 0.0564599407018694 0.0290881006799384 80.6866666666667
"1195" 11.7678 59.51704 1.2698062786342 82.165343 0.0676624092863577 0.0498035667165991 0.0506145629436087 73.7266666666667
"1196" 11.73511 61.82549 1.26984645059526 82.432144 0.0566456130364351 0.0741878925833294 0.0200065192807285 72.67
"1197" 11.7562 62.8467 1.26990093732034 82.473407 0.0582779894863987 0.000858689199211717 0.0296252458844905 72.8366666666667
"1198" 11.17087 61.45981 1.27015181114153 83.234541 0.0651934719498123 0.0633494771503297 0.027861046881771 75.4333333333333
"1199" 11.40955 61.40659 1.26932089851308 83.624532 0.0761887103347634 0.0382901184154542 0.0351983223874181 69.09
"1200" 11.72701 60.28446 1.26974103050944 84.13017 0.0676074890359947 0.00982825810300108 0.0331619643879734 70.8733333333333
"1201" 10.87094 61.34206 1.26945694018227 84.147629 0.0858024329082858 0.031416599724032 0.0212383200327132 69.3266666666667
"1202" 10.99325 63.29275 1.26929861761449 84.781014 0.0788592727355423 0.0293351289769622 0.0249447841805117 69.17
"1203" 10.90725 63.95668 1.26893929638919 85.05734 0.0841212129546861 0.0412538503949575 0.0362668959291419 72.0266666666667
"1204" 11.28983 62.57092 1.26803935833979 85.191039 0.0624694791684197 0.0556239739417886 0.0394766444952816 72
"1205" 11.14048 64.75106 1.26740391006652 84.660207 0.0779040938990061 0.0359991368534658 0.0344173118672917 71.22
"1206" 10.89208 63.89836 1.26708189474815 84.520758 0.0763978046433739 0.0422130370990114 0.0327128015021145 68.6933333333333
"1207" 10.42087 66.79043 1.26696373602562 84.332309 0.098817661097394 0.00801070611505007 0.0259017539362254 65.2366666666667
"1208" 9.920578 70.97639 1.26711334599728 84.160322 0.0907480088357755 0.120742788660156 0.0196523869814581 63.4766666666667
"1209" 10.48079 74.62156 1.26650508699714 83.998059 0.0760925369175415 0.0875424065114115 0.0245212025007868 63.84
"1210" 10.59683 75.88219 1.26635786751083 83.636634 0.0693845517952067 0.147931307557886 0.0627463068384986 55.8333333333333
"1211" 9.790999 77.81882 1.2659475869532 83.956401 0.0772991193237789 0.146218956680286 0.0609704774533601 50.6
"1212" 10.02844 77.09141 1.26551173556588 82.998286 0.0734480637068178 0.0711116647489765 0.0734810660467667 51.1133333333333
"1213" 9.457515 76.09131 1.26550719187999 82.101469 0.0717977819754978 0.0761337834057853 0.0248810539969748 51.1166666666667
"1214" 9.456649 75.53181 1.26435250532484 81.277053 0.0677513461692403 0.108059828937674 0.0595370231184051 53.1633333333333
"1215" 9.691813 74.97441 1.26371151635264 79.323534 0.0729617152126233 0.123264820295213 0.0478239856079662 45.0566666666667
"1216" 9.924187 79.05622 1.26278010316929 76.764992 0.0758029549423041 0.0954107931299153 0.0576677279707545 42.01
"1217" 9.694588 80.05648 1.26247513970679 74.404621 0.0786744109187518 0.0994185840140793 0.0485919943114683 34.5
"1218" 10.0219 81.78722 1.2609638918111 71.993664 0.0882573663676548 0.0772387003907282 0.0464839004251575 40.8366666666667
"1219" 10.26338 80.56276 1.26006625971668 69.328203 0.100282460553931 0.0373481808568829 0.0526416440848761 36.3733333333333
"1220" 10.00846 80.93444 1.26027821882261 67.547262 0.0773562066491748 0.061807698118186 0.0612074225019256 45.6533333333333
"1221" 9.872718 79.77879 1.25952124931944 66.593116 0.0757498391020588 0.0922819447152714 0.0728808989417917 54.7833333333333
"1222" 11.57108 79.60607 1.25831370142605 62.66584 0.121002966015273 0.0441227261890941 0.0551901130756792 55.9
"1223" 12.08895 83.81369 1.25771979267433 60.911876 0.103149322315007 0.0608352259207972 0.0495005366109364 92.3833333333333
"1224" 13.35781 86.0057 1.25795277780468 58.912731 0.0896473299141102 0.0495802696780382 0.0482263442563544 88.78
